country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","20-05-2025 21:00:00",14.675886,77.593027,NO2,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","20-05-2025 21:00:00",13.204880,79.097889,NO2,20,22,21
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","20-05-2025 21:00:00",13.204880,79.097889,OZONE,19,34,25
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","20-05-2025 21:00:00",14.465052,78.824187,PM2.5,44,500,142
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","20-05-2025 21:00:00",16.9872867,81.7363176,PM10,8,50,23
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","20-05-2025 21:00:00",13.67,79.35,NO2,10,19,14
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","20-05-2025 21:00:00",13.67,79.35,OZONE,7,12,9
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","20-05-2025 21:00:00",26.181742,91.78063,NO2,3,4,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","20-05-2025 21:00:00",26.181742,91.78063,CO,20,97,30
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-05-2025 21:00:00",26.349082,92.68449,SO2,6,15,11
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-05-2025 21:00:00",26.349082,92.68449,OZONE,16,37,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","20-05-2025 21:00:00",26.446912,91.439057,SO2,1,4,2
India,Assam,Silchar,"Tarapur, Silchar - PCBA","20-05-2025 21:00:00",24.82827,92.79525,NO2,10,13,12
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","20-05-2025 21:00:00",26.987634,94.636574,PM10,17,46,28
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","20-05-2025 21:00:00",25.567520,83.966379,PM10,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","20-05-2025 21:00:00",25.567520,83.966379,SO2,3,13,8
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","20-05-2025 21:00:00",24.7955,84.9994,PM2.5,27,244,84
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","20-05-2025 21:00:00",24.792403,84.992416,NO2,3,7,5
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","20-05-2025 21:00:00",24.762518,84.982348,NO2,17,19,18
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","20-05-2025 21:00:00",24.762518,84.982348,SO2,8,10,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","20-05-2025 21:00:00",25.697189,85.245900,PM2.5,37,96,58
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-05-2025 21:00:00",26.80365,84.51954,NH3,5,6,5
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-05-2025 21:00:00",26.80365,84.51954,CO,32,105,56
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-05-2025 21:00:00",26.80365,84.51954,OZONE,16,25,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","20-05-2025 21:00:00",25.251013,86.989001,PM10,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-05-2025 21:00:00",25.265194,87.012947,OZONE,1,11,4
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","20-05-2025 21:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","20-05-2025 21:00:00",27.103358,93.679645,NO2,4,5,5
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","20-05-2025 21:00:00",27.103358,93.679645,OZONE,4,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","20-05-2025 21:00:00",26.071318,91.87488,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","20-05-2025 21:00:00",26.2028636,91.70046436,PM10,9,101,31
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-05-2025 21:00:00",26.187500,91.744194,SO2,25,37,34
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","20-05-2025 21:00:00",11.654054,92.734055,NH3,NA,NA,NA
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","20-05-2025 21:00:00",11.654054,92.734055,SO2,2,31,17
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","20-05-2025 21:00:00",16.5150833,80.5181667,PM10,5,45,23
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","20-05-2025 21:00:00",16.5150833,80.5181667,CO,3,130,58
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","20-05-2025 21:00:00",14.675886,77.593027,PM10,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-05-2025 21:00:00",25.5626095,84.663264,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","20-05-2025 21:00:00",24.75746,84.366208,PM10,28,125,80
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","20-05-2025 21:00:00",24.75746,84.366208,SO2,3,15,10
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","20-05-2025 21:00:00",25.42742023,86.13886079,NO2,34,100,84
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","20-05-2025 21:00:00",25.42742023,86.13886079,NH3,11,12,12
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","20-05-2025 21:00:00",13.615387,79.409230,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","20-05-2025 21:00:00",16.536107,80.594233,PM10,57,71,63
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","20-05-2025 21:00:00",17.72,83.3,PM10,23,71,36
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","20-05-2025 21:00:00",17.72,83.3,OZONE,15,68,38
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","20-05-2025 21:00:00",25.204762,85.514960,OZONE,16,35,25
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","20-05-2025 21:00:00",25.697189,85.245900,OZONE,49,189,132
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","20-05-2025 21:00:00",25.560083,87.553265,OZONE,3,10,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","20-05-2025 21:00:00",26.0881305,87.93840336,OZONE,15,23,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-05-2025 21:00:00",27.308328,84.531742,PM10,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-05-2025 21:00:00",27.308328,84.531742,NH3,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-05-2025 21:00:00",27.308328,84.531742,SO2,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-05-2025 21:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-05-2025 21:00:00",26.63086,84.90051,OZONE,10,12,11
India,Bihar,Munger,"Town Hall, Munger - BSPCB","20-05-2025 21:00:00",25.376776,86.471523,PM2.5,3,60,27
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","20-05-2025 21:00:00",25.592539,85.227158,NO2,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","20-05-2025 21:00:00",25.592539,85.227158,OZONE,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","20-05-2025 21:00:00",25.610369,85.132568,PM2.5,50,104,75
India,Bihar,Patna,"Muradpur, Patna - BSPCB","20-05-2025 21:00:00",25.619651,85.147382,CO,38,67,51
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-05-2025 21:00:00",25.599486,85.113666,PM2.5,15,62,34
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-05-2025 21:00:00",25.599486,85.113666,PM10,27,82,49
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-05-2025 21:00:00",25.599486,85.113666,NO2,7,26,15
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-05-2025 21:00:00",25.599486,85.113666,SO2,7,8,8
India,Bihar,Patna,"Samanpura, Patna - BSPCB","20-05-2025 21:00:00",25.596727,85.085624,PM10,53,120,85
India,Bihar,Patna,"Samanpura, Patna - BSPCB","20-05-2025 21:00:00",25.596727,85.085624,SO2,1,3,2
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","20-05-2025 21:00:00",21.185571,81.343175,SO2,9,13,11
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","20-05-2025 21:00:00",21.185571,81.343175,CO,48,50,49
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","20-05-2025 21:00:00",21.224231,81.408350,SO2,NA,NA,NA
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","20-05-2025 21:00:00",21.224231,81.408350,CO,18,32,24
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","20-05-2025 21:00:00",22.08815,82.13737,PM10,17,111,41
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-05-2025 21:00:00",22.118125,83.140608,SO2,7,62,26
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-05-2025 21:00:00",22.118125,83.140608,OZONE,6,19,8
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","20-05-2025 21:00:00",25.366336,87.117468,NH3,3,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-05-2025 21:00:00",25.03280,85.41948,NH3,2,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","20-05-2025 21:00:00",25.03280,85.41948,CO,18,36,23
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-05-2025 21:00:00",25.892357,86.590325,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-05-2025 21:00:00",25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-05-2025 21:00:00",25.892357,86.590325,SO2,2,16,11
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","20-05-2025 21:00:00",25.859655,85.77944,NH3,2,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","20-05-2025 21:00:00",22.348441,82.549611,PM10,56,115,78
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","20-05-2025 21:00:00",22.348441,82.549611,NH3,1,3,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","20-05-2025 21:00:00",22.126650,83.483212,SO2,3,9,5
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","20-05-2025 21:00:00",22.1910172,83.5197009,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","20-05-2025 21:00:00",21.258815,81.578979,PM2.5,20,49,28
India,Bihar,Munger,"Town Hall, Munger - BSPCB","20-05-2025 21:00:00",25.376776,86.471523,OZONE,3,8,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","20-05-2025 21:00:00",26.11442,85.39813,PM10,28,45,36
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","20-05-2025 21:00:00",26.1403345,85.3650192,SO2,5,8,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","20-05-2025 21:00:00",25.586562,85.043586,OZONE,13,20,16
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","20-05-2025 21:00:00",26.2271665,84.3570427,PM10,60,487,251
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","20-05-2025 21:00:00",26.2271665,84.3570427,CO,69,101,86
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-05-2025 21:00:00",21.194815,81.314770,CO,9,34,12
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-05-2025 21:00:00",21.194815,81.314770,OZONE,16,48,44
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-05-2025 21:00:00",21.194815,81.314770,PM2.5,24,46,33
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","20-05-2025 21:00:00",28.732820,77.170633,CO,6,102,37
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","20-05-2025 21:00:00",28.580280,77.233829,SO2,16,59,25
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","20-05-2025 21:00:00",28.5918245,77.2273074,CO,38,56,44
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","20-05-2025 21:00:00",28.5918245,77.2273074,OZONE,30,198,144
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","20-05-2025 21:00:00",28.611281,77.237738,SO2,6,19,11
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","20-05-2025 21:00:00",28.611281,77.237738,OZONE,2,180,108
India,Delhi,Delhi,"Bawana, Delhi - DPCC","20-05-2025 21:00:00",28.776200,77.051074,CO,24,68,40
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","20-05-2025 21:00:00",28.7256504,77.2011573,OZONE,10,83,62
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","20-05-2025 21:00:00",28.656756,77.227234,PM2.5,108,247,173
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","20-05-2025 21:00:00",28.656756,77.227234,NH3,3,8,5
India,Delhi,Delhi,"DTU, Delhi - CPCB","20-05-2025 21:00:00",28.7500499,77.1112615,NH3,14,17,15
India,Delhi,Delhi,"DTU, Delhi - CPCB","20-05-2025 21:00:00",28.7500499,77.1112615,CO,28,56,38
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","20-05-2025 21:00:00",28.636429,77.201067,NH3,7,9,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","20-05-2025 21:00:00",28.636429,77.201067,OZONE,13,194,152
India,Delhi,Delhi,"Mundka, Delhi - DPCC","20-05-2025 21:00:00",28.684678,77.076574,PM10,185,447,304
India,Delhi,Delhi,"Mundka, Delhi - DPCC","20-05-2025 21:00:00",28.684678,77.076574,SO2,8,16,11
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-05-2025 21:00:00",28.60909,77.0325413,PM10,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","20-05-2025 21:00:00",28.570173,76.933762,PM10,159,245,195
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","20-05-2025 21:00:00",28.570173,76.933762,SO2,3,20,12
India,Delhi,Delhi,"Narela, Delhi - DPCC","20-05-2025 21:00:00",28.822836,77.101981,PM2.5,105,302,181
India,Delhi,Delhi,"Narela, Delhi - DPCC","20-05-2025 21:00:00",28.822836,77.101981,PM10,130,300,216
India,Delhi,Delhi,"Narela, Delhi - DPCC","20-05-2025 21:00:00",28.822836,77.101981,NO2,20,71,31
India,Delhi,Delhi,"Narela, Delhi - DPCC","20-05-2025 21:00:00",28.822836,77.101981,NH3,6,10,7
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","20-05-2025 21:00:00",28.6573814,77.1585447,NO2,9,70,17
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","20-05-2025 21:00:00",21.258815,81.578979,SO2,7,13,8
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","20-05-2025 21:00:00",21.219665,81.630094,OZONE,6,27,18
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","20-05-2025 21:00:00",21.237755,81.705301,CO,14,25,19
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","20-05-2025 21:00:00",21.371751,81.664929,NO2,13,27,21
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","20-05-2025 21:00:00",21.371751,81.664929,CO,10,48,12
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","20-05-2025 21:00:00",28.5710274,77.0719006,PM10,141,283,213
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","20-05-2025 21:00:00",28.5710274,77.0719006,OZONE,15,205,148
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","20-05-2025 21:00:00",28.5627763,77.1180053,PM2.5,74,145,98
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","20-05-2025 21:00:00",28.5627763,77.1180053,NO2,27,112,53
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","20-05-2025 21:00:00",28.6811736,77.3025234,PM10,132,187,169
India,Delhi,Delhi,"Alipur, Delhi - DPCC","20-05-2025 21:00:00",28.815329,77.153010,NO2,20,43,29
India,Delhi,Delhi,"Alipur, Delhi - DPCC","20-05-2025 21:00:00",28.815329,77.153010,SO2,18,38,26
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","20-05-2025 21:00:00",28.695381,77.181665,NO2,24,123,44
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","20-05-2025 21:00:00",28.4706914,77.1099364,CO,18,92,52
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","20-05-2025 21:00:00",28.623763,77.287209,NO2,14,74,29
India,Delhi,Delhi,"Pusa, Delhi - DPCC","20-05-2025 21:00:00",28.639652,77.146275,CO,9,54,26
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","20-05-2025 21:00:00",28.732820,77.170633,NO2,14,74,31
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","20-05-2025 21:00:00",15.888653,74.541751,PM10,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","20-05-2025 21:00:00",15.888653,74.541751,SO2,7,14,11
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","20-05-2025 21:00:00",12.9135218,77.5950804,CO,24,34,29
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","20-05-2025 21:00:00",12.9135218,77.5950804,OZONE,22,23,23
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","20-05-2025 21:00:00",12.951913,77.539784,NO2,2,91,9
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","20-05-2025 21:00:00",12.951913,77.539784,SO2,23,59,44
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-05-2025 21:00:00",12.9756843,77.5660749,NO2,36,40,38
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-05-2025 21:00:00",12.9756843,77.5660749,SO2,6,13,10
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-05-2025 21:00:00",12.9756843,77.5660749,CO,48,82,54
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","20-05-2025 21:00:00",13.029152,77.585901,PM10,5,34,19
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","20-05-2025 21:00:00",13.029152,77.585901,SO2,4,11,7
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","20-05-2025 21:00:00",13.029152,77.585901,CO,8,58,30
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","20-05-2025 21:00:00",28.422681,77.148944,CO,14,74,25
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","20-05-2025 21:00:00",28.3153,76.9143,PM2.5,84,207,109
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","20-05-2025 21:00:00",28.3153,76.9143,NO2,68,73,71
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","20-05-2025 21:00:00",28.3153,76.9143,CO,47,108,64
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","20-05-2025 21:00:00",30.943887,76.801991,OZONE,72,185,155
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","20-05-2025 21:00:00",34.066206,74.819820,CO,11,22,15
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","20-05-2025 21:00:00",23.707909,86.414670,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","20-05-2025 21:00:00",28.636110,77.173332,PM10,103,265,180
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-05-2025 21:00:00",28.563262,77.186937,PM10,119,254,183
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-05-2025 21:00:00",28.732528,77.119920,PM2.5,80,260,137
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-05-2025 21:00:00",28.732528,77.119920,SO2,5,17,9
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-05-2025 21:00:00",28.732528,77.119920,CO,40,102,58
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-05-2025 21:00:00",28.6514781,77.1473105,PM2.5,64,255,171
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-05-2025 21:00:00",28.6514781,77.1473105,NO2,74,111,93
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-05-2025 21:00:00",28.6514781,77.1473105,OZONE,10,52,33
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","20-05-2025 21:00:00",23.221714,72.654328,PM10,33,115,55
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","20-05-2025 21:00:00",23.221714,72.654328,OZONE,8,59,38
India,Gujarat,Surat,"Science Center, Surat - SMC","20-05-2025 21:00:00",21.170046,72.795405,NO2,13,15,13
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","20-05-2025 21:00:00",22.969611,72.643500,CO,21,29,22
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","20-05-2025 21:00:00",22.969611,72.643500,OZONE,6,59,39
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-05-2025 21:00:00",28.699793,77.165453,PM10,179,415,276
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-05-2025 21:00:00",22.977134,72.553024,PM2.5,56,324,134
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-05-2025 21:00:00",22.977134,72.553024,PM10,62,224,114
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-05-2025 21:00:00",22.977134,72.553024,NH3,1,3,1
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-05-2025 21:00:00",22.977134,72.553024,SO2,2,33,15
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","20-05-2025 21:00:00",23.043070,72.562968,NO2,87,176,110
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","20-05-2025 21:00:00",23.043070,72.562968,CO,8,97,31
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","20-05-2025 21:00:00",23.043070,72.562968,OZONE,4,53,43
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","20-05-2025 21:00:00",21.613267,73.010555,PM2.5,21,65,48
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","20-05-2025 21:00:00",23.163798,72.677768,OZONE,11,77,56
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-05-2025 21:00:00",23.243639,72.68994,PM2.5,39,122,76
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-05-2025 21:00:00",23.243639,72.68994,PM10,48,124,91
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-05-2025 21:00:00",23.243639,72.68994,CO,2,43,18
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-05-2025 21:00:00",28.5504249,77.2159377,PM10,132,285,189
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-05-2025 21:00:00",28.710508,77.249485,NO2,20,52,29
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-05-2025 21:00:00",28.531346,77.190156,PM2.5,89,199,143
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-05-2025 21:00:00",28.531346,77.190156,SO2,9,13,10
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","20-05-2025 21:00:00",11.55358,76.55521,OZONE,14,38,34
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","20-05-2025 21:00:00",13.428828,77.731418,SO2,10,19,15
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","20-05-2025 21:00:00",13.428828,77.731418,CO,10,22,17
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","20-05-2025 21:00:00",13.328028,75.797056,PM10,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","20-05-2025 21:00:00",13.328028,75.797056,NO2,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","20-05-2025 21:00:00",13.328028,75.797056,CO,11,136,27
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","20-05-2025 21:00:00",14.475800,75.905200,NH3,2,2,2
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","20-05-2025 21:00:00",8.5149093,76.9435879,NO2,5,21,13
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","20-05-2025 21:00:00",8.5149093,76.9435879,CO,2,57,15
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","20-05-2025 21:00:00",10.532400,76.215900,NO2,9,11,10
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","20-05-2025 21:00:00",23.264759,77.381568,PM10,60,108,79
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","20-05-2025 21:00:00",23.264759,77.381568,CO,22,40,35
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","20-05-2025 21:00:00",23.210494,77.425409,PM10,28,69,46
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","20-05-2025 21:00:00",12.938539,77.590100,OZONE,2,22,15
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-05-2025 21:00:00",12.920984,77.584908,PM2.5,2,500,48
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-05-2025 21:00:00",12.920984,77.584908,PM10,3,40,16
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","20-05-2025 21:00:00",12.7816279,77.6299145,NH3,5,5,5
